WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
1106,11,6,JULY,7,"25,26"
4207,42,7,APRIL,4,"19,20,26,27"
2802,28,2,JULY,7,"30,31"
2305,23,5,SEPTEMBER,9,"24,25"
3005,30,5,MAY,5,"14,15"
1209,12,9,MAY,5,"22,23"
3604,36,4,MAY,5,"18,21"
3208,32,8,JUNE,6,"28,29"
3104,31,4,APRIL,4,"10,11"
2709,27,9,APRIL,4,"24,25"
3302,33,2,APRIL,4,"16,17"
4806,48,6,SEPTEMBER,9,"6,7"
5002,50,2,APRIL,4,"4,5"
2006,20,6,SEPTEMBER,9,"6,7"
3807,38,7,OCTOBER,10,"29,30"
3508,35,8,JUNE,6,"22,25"
1607,16,7,MAY,5,"24,25"
3904,39,4,JULY,7,"11,12"
3009,30,9,OCTOBER,10,"1,31"
1206,12,6,NOVEMBER,11,"2,5"
2305,23,5,APRIL,4,"12,13"
4005,40,5,APRIL,4,"12,13"
3002,30,2,SEPTEMBER,9,"10,11"
1107,11,7,SEPTEMBER,9,"12,13"
3907,39,7,JULY,7,"19,20"
4705,47,5,AUGUST,8,"6,7"
2203,22,3,APRIL,4,"6,9"
3702,37,2,MAY,5,"14,15"
2302,23,2,NOVEMBER,11,"8,9"
1609,16,9,MAY,5,31
4408,44,8,AUGUST,8,"23,24"
3602,36,2,JUNE,6,"22,25"
1601,16,1,AUGUST,8,"28,29"
2408,24,8,OCTOBER,10,"29,30"
1608,16,8,JULY,7,"5,6"
4107,41,7,AUGUST,8,"13,14"
3906,39,6,SEPTEMBER,9,"30,31"
3502,35,2,JULY,7,"9,10"
2707,27,7,APRIL,4,"18,19"
3907,39,7,OCTOBER,10,"19,22"
2403,24,3,APRIL,4,"6,9"
2607,26,7,NOVEMBER,11,"13,14"
3101,31,1,SEPTEMBER,9,"20,21"
3908,39,8,JULY,7,"23,24"
4405,44,5,AUGUST,8,"17,20"
3902,39,2,APRIL,4,"4,5"
1907,19,7,APRIL,4,"18,19"
4602,46,2,MAY,5,"3,4"
3307,33,7,JUNE,6,"8,11"
3208,32,8,AUGUST,8,"8,9"
3104,31,4,JULY,7,"23,24"
1002,10,2,AUGUST,8,"28,29"
3003,30,3,NOVEMBER,11,"14,15"
1008,10,8,JULY,7,"27,30"
4408,44,8,NOVEMBER,11,"5,8"
3003,30,3,JULY,7,"11,12"
4904,49,4,JULY,7,"25,26"
1707,17,7,OCTOBER,10,"9,10"
3309,33,9,MAY,5,"4,7"
1107,11,7,APRIL,4,"26,27"
4404,44,4,AUGUST,8,"10,15"
3806,38,6,OCTOBER,10,"25,26"
2201,22,1,MAY,5,"10,11"
1205,12,5,OCTOBER,10,"2,3,31"
4605,46,5,JUNE,6,"13,14"
4509,45,9,OCTOBER,10,31
3708,37,8,OCTOBER,10,1
3507,35,7,APRIL,4,"18,19"
3308,33,8,OCTOBER,10,"11,12"
2409,24,9,AUGUST,8,"28,29"
3809,38,9,MAY,5,"22,23"
1103,11,3,MAY,5,"24,25"
5004,50,4,NOVEMBER,11,1
4804,48,4,OCTOBER,10,"1,29,30"
3805,38,5,APRIL,4,"6,9"
3607,36,7,APRIL,4,"18,19"
2405,24,5,JUNE,6,"14,15"
4301,43,1,JULY,7,"9,10,11,12"
2801,28,1,SEPTEMBER,9,"6,7"
3709,37,9,OCTOBER,10,"2,3"
2703,27,3,AUGUST,8,"14,15"
3204,32,4,MAY,5,"8,9"
4009,40,9,NOVEMBER,11,"16,19"
1101,11,1,JULY,7,"2,3"
3404,34,4,AUGUST,8,"30,31"
4606,46,6,AUGUST,8,"15,16"
3807,38,7,MAY,5,"18,21"
1601,16,1,NOVEMBER,11,"12,13"
2402,24,2,JULY,7,"9,10"
4504,45,4,JUNE,6,"12,13"
1107,11,7,OCTOBER,10,"29,30"
1207,12,7,NOVEMBER,11,"6,7"
4008,40,8,JUNE,6,"12,13"
4004,40,4,SEPTEMBER,9,"12,13"
4001,40,1,JULY,7,"13,16"
3009,30,9,APRIL,4,"24,25"
1206,12,6,AUGUST,8,"8,9"
2003,20,3,AUGUST,8,"27,28"
3005,30,5,AUGUST,8,"16,17"
2808,28,8,OCTOBER,10,"5,9"
3901,39,1,NOVEMBER,11,16
4003,40,3,APRIL,4,"6,9"
2202,22,2,SEPTEMBER,9,"12,13"
2109,21,9,OCTOBER,10,"4,5"
4907,49,7,JUNE,6,"28,29"
2103,21,3,JUNE,6,1
3601,36,1,APRIL,4,"2,3"
4307,43,7,APRIL,4,"12,13,16,17"
2408,24,8,AUGUST,8,"24,27"
3605,36,5,JULY,7,"2,3"
2605,26,5,JULY,7,"12,13"
3509,35,9,OCTOBER,10,"1,31"
3808,38,8,AUGUST,8,"8,9"
1909,19,9,SEPTEMBER,9,"14,17"
3105,31,5,OCTOBER,10,"2,3"
2609,26,9,MAY,5,"15,16"
1409,14,9,SEPTEMBER,9,"10,11"
2201,22,1,APRIL,4,"2,3"
2907,29,7,SEPTEMBER,9,"26,27"
3006,30,6,SEPTEMBER,9,"20,21"
2404,24,4,OCTOBER,10,"17,18"
1509,15,9,JULY,7,"19,20"
3501,35,1,APRIL,4,"2,3"
4006,40,6,JUNE,6,"6,7"
1204,12,4,APRIL,4,"10,11"
4008,40,8,AUGUST,8,"2,3"
1503,15,3,SEPTEMBER,9,"26,27"
4707,47,7,AUGUST,8,"10,13"
2009,20,9,NOVEMBER,11,"1,2"
1005,10,5,JULY,7,"19,20"
3502,35,2,NOVEMBER,11,"12,13"
1204,12,4,JUNE,6,"6,7"
4805,48,5,AUGUST,8,"6,7"
4901,49,1,MAY,5,"8,9"
3404,34,4,NOVEMBER,11,"9,12"
3805,38,5,MAY,5,"16,17"
2205,22,5,SEPTEMBER,9,"20,21"
4508,45,8,OCTOBER,10,"29,30"
2909,29,9,NOVEMBER,11,"12,13"
2205,22,5,NOVEMBER,11,1
2302,23,2,JULY,7,"23,24"
5007,50,7,APRIL,4,"18,19"
4907,49,7,MAY,5,"24,25"
4902,49,2,MAY,5,"10,11"
1508,15,8,AUGUST,8,"14,15"
2904,29,4,MAY,5,"18,21"
4803,48,3,AUGUST,8,"1,28,29"
3301,33,1,AUGUST,8,"10,13"
4305,43,5,OCTOBER,10,"19,22,23,24"
3905,39,5,MAY,5,"29,30"
4005,40,5,SEPTEMBER,9,"14,17"
4704,47,4,SEPTEMBER,9,"24,25"
2704,27,4,APRIL,4,"10,11"
4507,45,7,JUNE,6,"20,21"
3804,38,4,OCTOBER,10,"23,24"
1809,18,9,MAY,5,"2,3"
2509,25,9,APRIL,4,"24,25"
4407,44,7,OCTOBER,10,"9,10"
3304,33,4,OCTOBER,10,1
2601,26,1,AUGUST,8,"1,30,31"
1505,15,5,AUGUST,8,"6,7"
2709,27,9,AUGUST,8,"30,31"
4105,41,5,JUNE,6,"22,25"
2203,22,3,SEPTEMBER,9,"14,17"
5005,50,5,NOVEMBER,11,"2,5"
4403,44,3,APRIL,4,"20,23"
1505,15,5,MAY,5,"10,11"
3408,34,8,JULY,7,"2,3"
2101,21,1,NOVEMBER,11,"6,7"
3002,30,2,AUGUST,8,"8,9"
4403,44,3,OCTOBER,10,"22,23"
1509,15,9,APRIL,4,"24,25"
4203,42,3,OCTOBER,10,"16,17"
2105,21,5,SEPTEMBER,9,"24,25"
1802,18,2,SEPTEMBER,9,"10,11"
4205,42,5,JUNE,6,"12,13,28,29"
2307,23,7,SEPTEMBER,9,28
3702,37,2,OCTOBER,10,"23,24"
3508,35,8,JULY,7,"25,26"
1603,16,3,MAY,5,"14,15"
4302,43,2,OCTOBER,10,"2,3,4,5"
4206,42,6,JUNE,6,"5,6,12,13,19,20,26,27"
2908,29,8,APRIL,4,"20,23"
2902,29,2,JUNE,6,"22,25"
2604,26,4,JUNE,6,"22,25"
4304,43,4,MAY,5,"4,7,8,9"
4407,44,7,SEPTEMBER,9,"11,12"
2909,29,9,OCTOBER,10,"2,3"
2701,27,1,MAY,5,"14,15"
4402,44,2,NOVEMBER,11,"9,12"
3107,31,7,APRIL,4,"18,19"
4307,43,7,NOVEMBER,11,"1,2,5"
5002,50,2,JUNE,6,"22,25"
3005,30,5,SEPTEMBER,9,"18,19"
4605,46,5,OCTOBER,10,"12,15"
1207,12,7,AUGUST,8,"10,13"
3708,37,8,JUNE,6,1
1503,15,3,JULY,7,"2,3,31"
1504,15,4,JULY,7,"5,6"
1101,11,1,NOVEMBER,11,16
4807,48,7,NOVEMBER,11,"6,7"
3007,30,7,JULY,7,"23,24"
3604,36,4,APRIL,4,"10,11"
2508,25,8,OCTOBER,10,"19,22"
3501,35,1,JULY,7,"5,6"
1606,16,6,OCTOBER,10,"19,22"
3103,31,3,OCTOBER,10,31
4403,44,3,MAY,5,"22,23"
2706,27,6,JULY,7,"11,12"
3302,33,2,AUGUST,8,"14,15"
3008,30,8,APRIL,4,"20,23"
2104,21,4,JULY,7,"27,30"
1507,15,7,MAY,5,"16,17"
2903,29,3,OCTOBER,10,"25,26"
2805,28,5,AUGUST,8,"7,8"
2405,24,5,MAY,5,"14,15"
1803,18,3,OCTOBER,10,31
2605,26,5,JUNE,6,"8,14"
4704,47,4,APRIL,4,"20,21"
1108,11,8,SEPTEMBER,9,"14,17,18,19"
4101,41,1,MAY,5,"2,3"
1705,17,5,OCTOBER,10,"2,3"
4408,44,8,APRIL,4,30
2005,20,5,MAY,5,31
1209,12,9,AUGUST,8,"16,17"
3903,39,3,OCTOBER,10,"9,10"
1109,11,9,SEPTEMBER,9,"20,21"
1306,13,6,JULY,7,"2,3"
4807,48,7,MAY,5,"16,17"
1507,15,7,APRIL,4,"18,19"
1509,15,9,NOVEMBER,11,"12,13"
5009,50,9,OCTOBER,10,"18,19"
2805,28,5,SEPTEMBER,9,"18,19"
3302,33,2,MAY,5,"24,25"
2903,29,3,SEPTEMBER,9,"14,17"
1701,17,1,JULY,7,"25,26"
1009,10,9,JUNE,6,"12,13"
3705,37,5,OCTOBER,10,31
3607,36,7,NOVEMBER,11,"6,7"
5006,50,6,APRIL,4,"16,17"
1406,14,6,AUGUST,8,"30,31"
2504,25,4,SEPTEMBER,9,"11,12"
5004,50,4,AUGUST,8,"8,9"
1206,12,6,JULY,7,"11,12"
1403,14,3,MAY,5,"22,23"
2905,29,5,OCTOBER,10,31
3602,36,2,SEPTEMBER,9,"12,13"
2106,21,6,JUNE,6,"8,11"
3504,35,4,SEPTEMBER,9,"14,17"
5004,50,4,OCTOBER,10,"2,3,31"
4006,40,6,NOVEMBER,11,"8,9"
1204,12,4,MAY,5,"8,9"
4204,42,4,AUGUST,8,"2,3,21,22"
1209,12,9,APRIL,4,"24,25"
1605,16,5,JUNE,6,"26,27"
1809,18,9,SEPTEMBER,9,"26,27"
4602,46,2,OCTOBER,10,"3,4"
1509,15,9,MAY,5,"22,23"
4302,43,2,JULY,7,"13,16,,17,18"
2602,26,2,OCTOBER,10,"26,29"
1505,15,5,NOVEMBER,11,1
5009,50,9,AUGUST,8,"22,23"
3501,35,1,AUGUST,8,"6,7"
3802,38,2,SEPTEMBER,9,"10,11"
4605,46,5,JULY,7,"13,16"
2509,25,9,OCTOBER,10,"23,24"
3802,38,2,OCTOBER,10,"19,22"
2308,23,8,OCTOBER,10,"2,3"
1509,15,9,JUNE,6,"20,21"
5008,50,8,NOVEMBER,11,"12,13"
1006,10,6,SEPTEMBER,9,"10,11"
4707,47,7,JUNE,6,"20,21"
1404,14,4,OCTOBER,10,"11,12"
3302,33,2,JULY,7,"5,6"
4904,49,4,OCTOBER,10,"2,3"
3704,37,4,OCTOBER,10,"29,30"
2505,25,5,JULY,7,"12,13"
3501,35,1,MAY,5,"2,3"
4501,45,1,JUNE,6,"4,5"
2504,25,4,AUGUST,8,"8,14"
2801,28,1,MAY,5,"8,9"
3006,30,6,OCTOBER,10,"23,24"
1405,14,5,JULY,7,"13,16"
4908,49,8,NOVEMBER,11,"16,19"
2809,28,9,MAY,5,31
4101,41,1,AUGUST,8,"3,6"
5006,50,6,AUGUST,8,"14,15"
3302,33,2,NOVEMBER,11,"2,5"
2403,24,3,JUNE,6,"8,11"
3102,31,2,MAY,5,"8,9"
3107,31,7,JUNE,6,"26,27"
2505,25,5,JUNE,6,"8,14"
3101,31,1,APRIL,4,"2,3"
4606,46,6,APRIL,4,"16,17"
3003,30,3,AUGUST,8,"10,13"
1808,18,8,SEPTEMBER,9,"24,25"
4807,48,7,SEPTEMBER,9,"10,11"
2809,28,9,SEPTEMBER,9,"27,28"
3707,37,7,SEPTEMBER,9,"26,27"
1807,18,7,JULY,7,"23,24"
4808,48,8,APRIL,4,"20,23"
2007,20,7,OCTOBER,10,"26,29"
2202,22,2,JUNE,6,"22,25"
1604,16,4,JUNE,6,"22,25"
3104,31,4,OCTOBER,10,1
3806,38,6,SEPTEMBER,9,"14,17"
1207,12,7,JULY,7,"13,16"
3606,36,6,APRIL,4,"16,17"
4904,49,4,JUNE,6,"20,21"
2608,26,8,NOVEMBER,11,"15,16"
1309,13,9,JULY,7,"11,12"
3109,31,9,OCTOBER,10,"15,16"
2505,25,5,OCTOBER,10,"11,12"
3503,35,3,AUGUST,8,"10,13"
2305,23,5,AUGUST,8,1
2402,24,2,NOVEMBER,11,"12,13"
3206,32,6,APRIL,4,"4,5"
4305,43,5,JULY,7,31
1404,14,4,JULY,7,"11,12"
4908,49,8,SEPTEMBER,9,"10,11"
1606,16,6,MAY,5,"22,23"
3702,37,2,AUGUST,8,"2,3"
3903,39,3,JULY,7,"9,10"
3709,37,9,JUNE,6,"4,5"
1505,15,5,APRIL,4,"12,13"
2506,25,6,NOVEMBER,11,"19,20"
3207,32,7,JULY,7,"6,7"
2703,27,3,APRIL,4,"6,9"
2805,28,5,APRIL,4,"12,13"
3801,38,1,JUNE,6,"20,21"
1405,14,5,OCTOBER,10,"15,16"
3806,38,6,APRIL,4,"6,9"
3803,38,3,MAY,5,"14,15"
2009,20,9,JUNE,6,"12,13"
2303,23,3,SEPTEMBER,9,"18,19"
3701,37,1,MAY,5,"10,11"
4502,45,2,OCTOBER,10,"11,12"
2106,21,6,APRIL,4,"16,17"
4405,44,5,JULY,7,"18,19"
1203,12,3,APRIL,4,"6,9"
1309,13,9,SEPTEMBER,9,"26,27"
1604,16,4,OCTOBER,10,"15,16"
1701,17,1,APRIL,4,"2,3"
3408,34,8,APRIL,4,"20,23"
1701,17,1,SEPTEMBER,9,"20,21"
1807,18,7,APRIL,4,"12,13"
3704,37,4,JUNE,6,"28,29"
4809,48,9,OCTOBER,10,"15,16"
3507,35,7,JULY,7,"23,24"
2201,22,1,OCTOBER,10,"19,22"
4207,42,7,NOVEMBER,11,"1,2,8,9,15,16"
2504,25,4,APRIL,4,"10,11"
2707,27,7,MAY,5,31
2204,22,4,MAY,5,"18,21"
2802,28,2,SEPTEMBER,9,"11,12"
2907,29,7,JULY,7,"9,10"
4306,43,6,APRIL,4,"6,9,10,11"
3703,37,3,JUNE,6,"26,27"
4903,49,3,JULY,7,"23,24"
3108,31,8,APRIL,4,"20,23"
2407,24,7,OCTOBER,10,"25,26"
3205,32,5,APRIL,4,"2,3"
4508,45,8,JUNE,6,"22,25"
4606,46,6,NOVEMBER,11,"13,14"
4204,42,4,APRIL,4,"12,13,24,25"
3102,31,2,SEPTEMBER,9,"24,25"
4804,48,4,JULY,7,"5,6"
4907,49,7,APRIL,4,"20,23"
1806,18,6,APRIL,4,"24,25"
3003,30,3,JUNE,6,"8,11"
2909,29,9,AUGUST,8,"22,23"
1805,18,5,JULY,7,"25,26"
2606,26,6,MAY,5,"14,21"
2301,23,1,JULY,7,"19,20"
3007,30,7,MAY,5,"18,21"
1805,18,5,NOVEMBER,11,"6,7"
2006,20,6,APRIL,4,"17,18"
2504,25,4,JULY,7,"10,11"
2607,26,7,MAY,5,"8,9"
3209,32,9,MAY,5,"22,23"
1909,19,9,APRIL,4,"24,25"
3308,33,8,JUNE,6,"12,13"
1205,12,5,JUNE,6,"8,11"
4906,49,6,NOVEMBER,11,"12,13"
1003,10,3,MAY,5,"24,25"
2807,28,7,SEPTEMBER,9,"24,25"
2608,26,8,APRIL,4,"19,20"
2404,24,4,NOVEMBER,11,16
4608,46,8,MAY,5,"21,22"
2802,28,2,JUNE,6,"18,19"
3009,30,9,AUGUST,8,"28,29"
2608,26,8,OCTOBER,10,"18,19"
2501,25,1,APRIL,4,"2,3"
3201,32,1,APRIL,4,30
2508,25,8,JUNE,6,"15,25"
4402,44,2,OCTOBER,10,"18,19"
4203,42,3,AUGUST,8,"1,16,17"
2409,24,9,NOVEMBER,11,1
3307,33,7,AUGUST,8,"28,29"
3805,38,5,SEPTEMBER,9,"14,17"
4705,47,5,APRIL,4,"24,25"
2901,29,1,JUNE,6,"20,21"
4605,46,5,NOVEMBER,11,"9,12"
2304,23,4,JULY,7,"27,30"
4109,41,9,JUNE,6,"28,29"
3007,30,7,SEPTEMBER,9,"24,25"
1205,12,5,AUGUST,8,"6,7"
3609,36,9,AUGUST,8,"22,23"
4404,44,4,APRIL,4,"12,13"
3706,37,6,APRIL,4,"16,17"
4507,45,7,AUGUST,8,"22,23"
1206,12,6,APRIL,4,"16,17"
1609,16,9,SEPTEMBER,9,"20,21"
4407,44,7,MAY,5,"8,9"
3607,36,7,SEPTEMBER,9,"26,27"
2207,22,7,NOVEMBER,11,"6,7"
2704,27,4,NOVEMBER,11,"12,13"
4003,40,3,MAY,5,"29,30"
2008,20,8,JULY,7,"26,27"
3807,38,7,AUGUST,8,"8,9"
1407,14,7,SEPTEMBER,9,"4,5"
1702,17,2,MAY,5,31
3001,30,1,JULY,7,"5,6"
3801,38,1,SEPTEMBER,9,"10,11"
3608,36,8,SEPTEMBER,9,28
4904,49,4,MAY,5,"16,17"
2009,20,9,JULY,7,"30,31"
2406,24,6,SEPTEMBER,9,"20,21"
2306,23,6,AUGUST,8,"2,3"
4703,47,3,JULY,7,31
1803,18,3,JULY,7,"17,18"
2301,23,1,NOVEMBER,11,"6,7"
1308,13,8,JULY,7,"9,10"
4103,41,3,SEPTEMBER,9,"20,21"
2008,20,8,JUNE,6,"8,11"
1203,12,3,OCTOBER,10,"25,26"
4801,48,1,AUGUST,8,"22,23"
3502,35,2,SEPTEMBER,9,"10,11"
1409,14,9,JUNE,6,"8,11"
2702,27,2,MAY,5,"16,17"
1704,17,4,OCTOBER,10,1
5008,50,8,JULY,7,"11,12"
1703,17,3,AUGUST,8,1
2507,25,7,APRIL,4,"18,19"
4401,44,1,SEPTEMBER,9,10
4102,41,2,MAY,5,"2,3"
4305,43,5,SEPTEMBER,9,"10,11,12,13"
4605,46,5,APRIL,4,"12,13"
1301,13,1,JUNE,6,"18,19"
4307,43,7,MAY,5,"22,23,24,25"
1402,14,2,JULY,7,"5,6"
2503,25,3,NOVEMBER,11,"2,12"
1304,13,4,JUNE,6,"26,27"
2907,29,7,APRIL,4,"18,19"
3102,31,2,OCTOBER,10,"29,30"
4906,49,6,SEPTEMBER,9,"4,5"
4306,43,6,JUNE,6,"26,27,28,29"
2304,23,4,NOVEMBER,11,"14,15"
4708,47,8,OCTOBER,10,"5,9"
1204,12,4,JULY,7,"5,6"
3106,31,6,JULY,7,"27,30"
2109,21,9,JUNE,6,"18,19"
2908,29,8,MAY,5,31
2509,25,9,AUGUST,8,"22,28"
2806,28,6,MAY,5,"22,23"
4305,43,5,JUNE,6,"20,21,22,25"
1406,14,6,JUNE,6,1
4902,49,2,APRIL,4,"6,9"
1905,19,5,SEPTEMBER,9,"4,5"
4807,48,7,APRIL,4,"18,19"
3501,35,1,JUNE,6,"4,5"
3209,32,9,NOVEMBER,11,1
1305,13,5,APRIL,4,"12,13"
1704,17,4,SEPTEMBER,9,28
4906,49,6,JULY,7,31
1802,18,2,APRIL,4,"6,9"
4404,44,4,MAY,5,"24,25"
2808,28,8,NOVEMBER,11,"6,8"
1309,13,9,APRIL,4,"24,25"
2807,28,7,APRIL,4,"18,19"
2004,20,4,MAY,5,25
1706,17,6,AUGUST,8,"8,9"
2304,23,4,SEPTEMBER,9,"20,21"
4206,42,6,OCTOBER,10,"3,5,9,10,16,17,23,24,30,31"
4803,48,3,MAY,5,"4,7"
3804,38,4,MAY,5,"14,15"
5005,50,5,SEPTEMBER,9,"26,27"
1004,10,4,APRIL,4,"10,11"
1602,16,2,JULY,7,"25,26"
2407,24,7,JULY,7,"23,24"
4909,49,9,SEPTEMBER,9,"12,13"
1208,12,8,JULY,7,"17,18"
2607,26,7,JUNE,6,"12,13"
3006,30,6,JULY,7,"19,20"
2708,27,8,JUNE,6,"4,5"
1508,15,8,JULY,7,"17,18"
3506,35,6,OCTOBER,10,"23,24"
3107,31,7,OCTOBER,10,"9,10"
3209,32,9,OCTOBER,10,31
1502,15,2,SEPTEMBER,9,"24,25"
4405,44,5,APRIL,4,"18,19"
1505,15,5,SEPTEMBER,9,"4,5"
4302,43,2,JUNE,6,"4,5,6,7"
2403,24,3,JULY,7,"11,12"
1803,18,3,SEPTEMBER,9,"6,7"
2003,20,3,APRIL,4,"9,10"
3605,36,5,APRIL,4,"12,13"
1602,16,2,OCTOBER,10,"9,10"
3706,37,6,MAY,5,"24,25"
2806,28,6,SEPTEMBER,9,"20,21"
2702,27,2,SEPTEMBER,9,"24,25"
2504,25,4,NOVEMBER,11,"13,14"
4604,46,4,JUNE,6,"11,12"
4602,46,2,JULY,7,"5,6"
5002,50,2,AUGUST,8,"2,3"
3602,36,2,AUGUST,8,"2,3"
2809,28,9,NOVEMBER,11,"8,9"
3702,37,2,SEPTEMBER,9,"12,13"
2103,21,3,NOVEMBER,11,"12,13"
4006,40,6,SEPTEMBER,9,"18,19"
4706,47,6,AUGUST,8,"8,9"
3005,30,5,OCTOBER,10,"19,22"
4001,40,1,MAY,5,"22,23"
3003,30,3,MAY,5,"8,9"
4207,42,7,MAY,5,"3,4,10,11,17,18,24,25,31"
2808,28,8,JULY,7,"9,10"
3105,31,5,APRIL,4,"12,13"
2509,25,9,JUNE,6,"26,27"
2207,22,7,AUGUST,8,"16,17"
4205,42,5,SEPTEMBER,9,"13,14"
3702,37,2,APRIL,4,"4,5"
3104,31,4,NOVEMBER,11,"2,5"
2502,25,2,MAY,5,"2,3"
4703,47,3,APRIL,4,"18,19"
2909,29,9,JULY,7,"13,16"
2805,28,5,JUNE,6,"26,27"
3605,36,5,AUGUST,8,"10,13"
3703,37,3,AUGUST,8,"6,7"
4801,48,1,APRIL,4,"2,3,30"
3206,32,6,AUGUST,8,"2,3"
2208,22,8,NOVEMBER,11,"8,9"
2209,22,9,JUNE,6,"4,5"
4506,45,6,APRIL,4,"16,17"
4701,47,1,JULY,7,"25,26"
4607,46,7,JULY,7,"23,24"
2104,21,4,SEPTEMBER,9,"20,21"
3704,37,4,MAY,5,"18,21"
1603,16,3,OCTOBER,10,"11,12"
4407,44,7,APRIL,4,"10,11"
4404,44,4,SEPTEMBER,9,"14,18"
2701,27,1,APRIL,4,"2,3"
1007,10,7,OCTOBER,10,31
3508,35,8,OCTOBER,10,"29,30"
4202,42,2,AUGUST,8,"14,30,31"
1003,10,3,OCTOBER,10,"19,22"
4905,49,5,JULY,7,"27,30"
3703,37,3,MAY,5,"16,17"
2404,24,4,AUGUST,8,"14,15"
1609,16,9,OCTOBER,10,"29,30"
3909,39,9,JUNE,6,"8,11"
1203,12,3,SEPTEMBER,9,"26,27"
3305,33,5,NOVEMBER,11,"12,13"
3703,37,3,SEPTEMBER,9,"14,17"
2105,21,5,JULY,7,31
2909,29,9,JUNE,6,"4,5"
1504,15,4,APRIL,4,"10,11"
2809,28,9,AUGUST,8,"17,20"
3004,30,4,AUGUST,8,"14,15"
4405,44,5,JUNE,6,"25,26"
1904,19,4,NOVEMBER,11,"12,13"
1303,13,3,SEPTEMBER,9,"10,11"
4008,40,8,APRIL,4,"20,23"
2807,28,7,AUGUST,8,"13,14"
2807,28,7,NOVEMBER,11,"2,5"
5001,50,1,OCTOBER,10,"23,24"
3906,39,6,MAY,5,31
2005,20,5,JULY,7,"18,19"
3105,31,5,AUGUST,8,"28,29"
1201,12,1,SEPTEMBER,9,"20,21"
2309,23,9,JUNE,6,"18,19"
1202,12,2,MAY,5,"2,3,31"
2601,26,1,SEPTEMBER,9,28
1409,14,9,JULY,7,"25,26"
2102,21,2,JULY,7,"23,24"
3903,39,3,AUGUST,8,"22,23"
4601,46,1,OCTOBER,10,"1,2,30,31"
1102,11,2,MAY,5,"18,21,22,23"
1002,10,2,JULY,7,"11,12"
4802,48,2,MAY,5,"2,3,31"
4106,41,6,SEPTEMBER,9,"24,25"
2304,23,4,APRIL,4,"10,11"
1605,16,5,APRIL,4,"12,13"
3909,39,9,JULY,7,"25,26"
2401,24,1,APRIL,4,"2,3"
2501,25,1,OCTOBER,10,"1,2"
2401,24,1,SEPTEMBER,9,"6,7"
3008,30,8,AUGUST,8,"24,27"
5005,50,5,APRIL,4,"12,13"
1901,19,1,JUNE,6,"12,13"
4902,49,2,JULY,7,"19,20"
3803,38,3,OCTOBER,10,"23,24"
4105,41,5,SEPTEMBER,9,"24,25"
4909,49,9,OCTOBER,10,"17,18"
4808,48,8,SEPTEMBER,9,"12,13"
2108,21,8,OCTOBER,10,"2,3"
3506,35,6,AUGUST,8,"20,21"
2405,24,5,AUGUST,8,"16,17"
2003,20,3,MAY,5,"23,24"
4905,49,5,AUGUST,8,"30,31"
2807,28,7,JULY,7,"2,3"
1302,13,2,SEPTEMBER,9,"6,7"
1403,14,3,APRIL,4,"6,9"
2503,25,3,JULY,7,"6,9"
4301,43,1,AUGUST,8,"16,17,20,21"
3205,32,5,OCTOBER,10,"19,22"
4001,40,1,APRIL,4,"2,3"
1604,16,4,SEPTEMBER,9,"6,7"
1005,10,5,SEPTEMBER,9,"6,7"
1707,17,7,JUNE,6,"14,15"
1806,18,6,NOVEMBER,11,"14,15"
4801,48,1,NOVEMBER,11,"16,19"
2606,26,6,OCTOBER,10,15
4408,44,8,JUNE,6,"8,11"
3008,30,8,OCTOBER,10,"29,30"
3807,38,7,JUNE,6,"28,29"
4701,47,1,JUNE,6,"4,5"
3707,37,7,MAY,5,"29,30"
4809,48,9,AUGUST,8,"16,17"
1502,15,2,JUNE,6,"1,28,29"
1901,19,1,AUGUST,8,"22,23"
2606,26,6,SEPTEMBER,9,"10,17"
4907,49,7,AUGUST,8,"2,3"
2506,25,6,SEPTEMBER,9,"17,18"
3606,36,6,SEPTEMBER,9,"24,25"
3308,33,8,MAY,5,"2,3"
1007,10,7,JUNE,6,"6,7"
2003,20,3,OCTOBER,10,"16,17"
3604,36,4,SEPTEMBER,9,"18,19"
4503,45,3,AUGUST,8,"10,12"
2606,26,6,NOVEMBER,11,12
4304,43,4,SEPTEMBER,9,"4,5,6,7"
2902,29,2,AUGUST,8,"2,3"
2005,20,5,JUNE,6,1
4602,46,2,APRIL,4,"4,5"
1001,10,1,OCTOBER,10,"15,16"
1906,19,6,APRIL,4,"16,17"
3803,38,3,JUNE,6,"22,25"
3707,37,7,APRIL,4,"18,19"
2406,24,6,MAY,5,"16,17"
3905,39,5,OCTOBER,10,"15,16"
1202,12,2,JUNE,6,"1,28,29"
4603,46,3,AUGUST,8,"7,8"
2909,29,9,APRIL,4,"24,25"
2704,27,4,JULY,7,"5,6"
3504,35,4,MAY,5,"10,11"
2704,27,4,MAY,5,"22,23"
3502,35,2,AUGUST,8,"8,9"
2603,26,3,APRIL,4,"25,26"
5003,50,3,AUGUST,8,"6,7"
1601,16,1,JULY,7,"23,24"
2505,25,5,SEPTEMBER,9,"13,14"
2209,22,9,AUGUST,8,"22,23"
3404,34,4,JUNE,6,"20,21"
1505,15,5,OCTOBER,10,"2,3,31"
1704,17,4,APRIL,4,"10,11"
4003,40,3,SEPTEMBER,9,"10,11"
