ESTACION,TIEMPO,AIRETEMPERATURA,BULBOTEMPERATURA,HUMEDAD,INTECIDADLLUVIA,INTERVALOLLUVIA,LLUVIATOTAL,PRECICION,DIRECIONVIENTO,VELOCIDADVIENTO,VELOCIDADMAXIMA,BAROMETRICA,RADIACIONSOLAR,RUMBO,BATERIA,HORAMEDICION,ID
Oak Street Weather Station,1/04/2016 6:00:00 a. m.,-17,-34,68,0,0,63,0,333,31,49,10049,4,359,12,1/04/2016 6:00:00 a. m.,OakStreetWeatherStation201601040600
63rd Street Weather Station,1/04/2016 7:00:00 a. m.,-19,-34,70,0,0,67,0,332,35,59,10051,6,353,118,1/04/2016 7:00:00 a. m.,63rdStreetWeatherStation201601040700
Oak Street Weather Station,1/04/2016 7:00:00 a. m.,-18,-35,67,0,0,63,0,343,17,36,10058,4,359,121,1/04/2016 7:00:00 a. m.,OakStreetWeatherStation201601040700
63rd Street Weather Station,1/04/2016 8:00:00 a. m.,-18,-33,71,0,0,67,0,346,48,71,10057,27,353,119,1/04/2016 8:00:00 a. m.,63rdStreetWeatherStation201601040800
Oak Street Weather Station,1/04/2016 8:00:00 a. m.,-18,-34,69,0,0,63,0,336,16,31,10064,25,359,121,1/04/2016 8:00:00 a. m.,OakStreetWeatherStation201601040800
63rd Street Weather Station,1/04/2016 9:00:00 a. m.,-11,-26,71,0,0,67,0,350,51,75,10065,250,354,119,1/04/2016 9:00:00 a. m.,63rdStreetWeatherStation201601040900
Oak Street Weather Station,1/04/2016 9:00:00 a. m.,-17,-32,72,0,0,63,0,299,6,22,10076,69,0,121,1/04/2016 9:00:00 a. m.,OakStreetWeatherStation201601040900
63rd Street Weather Station,1/04/2016 10:00:00 a. m.,4,-16,67,0,0,68,0,41,122,172,10072,145,354,119,1/04/2016 10:00:00 a. m.,63rdStreetWeatherStation201601041000
63rd Street Weather Station,1/04/2016 11:00:00 a. m.,-3,-21,67,0,0,68,0,60,82,111,10079,131,354,119,1/04/2016 11:00:00 a. m.,63rdStreetWeatherStation201601041100
Oak Street Weather Station,1/04/2016 11:00:00 a. m.,1,-2,64,0,0,65,0,61,67,81,10087,144,0,119,1/04/2016 11:00:00 a. m.,OakStreetWeatherStation201601041100
63rd Street Weather Station,1/04/2016 12:00:00 p. m.,-2,-24,60,0,0,68,0,59,7,85,10079,157,354,119,1/04/2016 12:00:00 p. m.,63rdStreetWeatherStation201601041200
63rd Street Weather Station,1/04/2016 1:00:00 p. m.,-4,-23,66,0,0,68,0,66,86,102,10078,105,354,119,1/04/2016 1:00:00 p. m.,63rdStreetWeatherStation201601041300
63rd Street Weather Station,1/04/2016 2:00:00 p. m.,-5,-22,70,0,0,68,0,58,69,99,10081,93,353,119,1/04/2016 2:00:00 p. m.,63rdStreetWeatherStation201601041400
Oak Street Weather Station,1/04/2016 2:00:00 p. m.,-3,-22,67,0,0,65,0,53,53,79,1009,96,0,121,1/04/2016 2:00:00 p. m.,OakStreetWeatherStation201601041400
63rd Street Weather Station,1/04/2016 3:00:00 p. m.,-6,-25,66,0,0,68,0,64,61,78,10084,47,354,119,1/04/2016 3:00:00 p. m.,63rdStreetWeatherStation201601041500
63rd Street Weather Station,1/04/2016 4:00:00 p. m.,-8,-27,66,0,0,68,0,54,47,68,10093,14,354,119,1/04/2016 4:00:00 p. m.,63rdStreetWeatherStation201601041600
Oak Street Weather Station,1/04/2016 4:00:00 p. m.,-4,-23,67,0,0,65,0,51,39,63,10099,14,0,121,1/04/2016 4:00:00 p. m.,OakStreetWeatherStation201601041600
63rd Street Weather Station,1/04/2016 5:00:00 p. m.,-7,-26,65,0,0,68,0,38,47,76,1010,5,353,119,1/04/2016 5:00:00 p. m.,63rdStreetWeatherStation201601041700
63rd Street Weather Station,1/04/2016 6:00:00 p. m.,-9,-29,64,0,0,68,0,40,52,74,10103,5,353,119,1/04/2016 6:00:00 p. m.,63rdStreetWeatherStation201601041800
Oak Street Weather Station,1/04/2016 6:00:00 p. m.,-8,-28,64,0,0,65,0,26,42,48,1011,3,0,12,1/04/2016 6:00:00 p. m.,OakStreetWeatherStation201601041800
63rd Street Weather Station,1/04/2016 7:00:00 p. m.,-1,-29,65,0,0,68,0,61,49,63,10107,5,354,119,1/04/2016 7:00:00 p. m.,63rdStreetWeatherStation201601041900
Oak Street Weather Station,1/04/2016 7:00:00 p. m.,-9,-28,65,0,0,65,0,64,4,52,10113,3,0,121,1/04/2016 7:00:00 p. m.,OakStreetWeatherStation201601041900
63rd Street Weather Station,1/04/2016 8:00:00 p. m.,-14,-35,60,0,0,68,0,66,48,57,10108,5,353,119,1/04/2016 8:00:00 p. m.,63rdStreetWeatherStation201601042000
Oak Street Weather Station,1/04/2016 8:00:00 p. m.,-9,-3,62,0,0,65,0,43,37,51,10114,3,0,119,1/04/2016 8:00:00 p. m.,OakStreetWeatherStation201601042000
63rd Street Weather Station,1/04/2016 9:00:00 p. m.,-15,-35,63,0,0,68,0,86,33,49,10109,5,354,118,1/04/2016 9:00:00 p. m.,63rdStreetWeatherStation201601042100
Oak Street Weather Station,1/04/2016 9:00:00 p. m.,-15,-37,60,0,0,65,0,92,14,18,10115,3,0,121,1/04/2016 9:00:00 p. m.,OakStreetWeatherStation201601042100
63rd Street Weather Station,1/04/2016 10:00:00 p. m.,-18,-38,62,0,0,68,0,113,15,21,10112,5,354,118,1/04/2016 10:00:00 p. m.,63rdStreetWeatherStation201601042200
Oak Street Weather Station,1/04/2016 10:00:00 p. m.,-16,-36,62,0,0,65,0,85,2,26,10117,3,0,121,1/04/2016 10:00:00 p. m.,OakStreetWeatherStation201601042200
63rd Street Weather Station,1/04/2016 11:00:00 p. m.,-18,-35,68,0,0,68,0,131,54,74,10111,5,354,119,1/04/2016 11:00:00 p. m.,63rdStreetWeatherStation201601042300
Oak Street Weather Station,1/04/2016 11:00:00 p. m.,-16,-36,61,0,0,65,0,99,36,44,10116,3,0,121,1/04/2016 11:00:00 p. m.,OakStreetWeatherStation201601042300
63rd Street Weather Station,1/05/2016 12:00:00 a. m.,-34,-51,66,0,0,68,0,162,27,44,10109,5,353,119,1/05/2016 12:00:00 a. m.,63rdStreetWeatherStation201601052400
Oak Street Weather Station,1/05/2016 12:00:00 a. m.,-18,-36,65,0,0,65,0,106,24,48,10114,3,0,121,1/05/2016 12:00:00 a. m.,OakStreetWeatherStation201601052400
63rd Street Weather Station,1/05/2016 1:00:00 a. m.,-43,-58,66,0,0,68,0,192,32,5,10106,5,353,119,1/05/2016 1:00:00 a. m.,63rdStreetWeatherStation201601050100
Oak Street Weather Station,1/05/2016 1:00:00 a. m.,-28,-47,61,0,0,65,0,115,27,41,10109,4,0,121,1/05/2016 1:00:00 a. m.,OakStreetWeatherStation201601050100
63rd Street Weather Station,1/05/2016 2:00:00 a. m.,-47,-6,70,0,0,68,0,193,36,6,10108,5,353,119,1/05/2016 2:00:00 a. m.,63rdStreetWeatherStation201601050200
Oak Street Weather Station,1/05/2016 2:00:00 a. m.,-32,-51,62,0,0,65,0,102,24,4,10113,4,359,12,1/05/2016 2:00:00 a. m.,OakStreetWeatherStation201601050200
63rd Street Weather Station,1/05/2016 3:00:00 a. m.,-49,-6,75,0,0,68,0,185,3,48,10109,5,353,119,1/05/2016 3:00:00 a. m.,63rdStreetWeatherStation201601050300
Oak Street Weather Station,1/05/2016 3:00:00 a. m.,-37,-54,64,0,0,65,0,119,16,28,10113,4,0,121,1/05/2016 3:00:00 a. m.,OakStreetWeatherStation201601050300
63rd Street Weather Station,1/05/2016 4:00:00 a. m.,-51,-59,81,0,0,68,0,195,31,48,10105,5,353,119,1/05/2016 4:00:00 a. m.,63rdStreetWeatherStation201601050400
Oak Street Weather Station,1/05/2016 4:00:00 a. m.,-36,-5,70,0,0,65,0,236,8,13,1011,4,0,121,1/05/2016 4:00:00 a. m.,OakStreetWeatherStation201601050400
63rd Street Weather Station,1/05/2016 5:00:00 a. m.,-54,-61,83,0,0,68,0,197,42,62,10107,5,353,119,1/05/2016 5:00:00 a. m.,63rdStreetWeatherStation201601050500
Oak Street Weather Station,1/05/2016 5:00:00 a. m.,-37,-5,73,0,0,65,0,261,11,37,10111,4,359,121,1/05/2016 5:00:00 a. m.,OakStreetWeatherStation201601050500
63rd Street Weather Station,1/05/2016 6:00:00 a. m.,-55,-62,84,0,0,68,0,190,26,46,1011,5,353,119,1/05/2016 6:00:00 a. m.,63rdStreetWeatherStation201601050600
Oak Street Weather Station,1/05/2016 6:00:00 a. m.,-38,-5,74,0,0,65,0,48,9,43,10113,4,0,121,1/05/2016 6:00:00 a. m.,OakStreetWeatherStation201601050600
63rd Street Weather Station,1/05/2016 8:00:00 a. m.,-52,-58,84,0,0,68,0,199,37,57,10115,54,353,118,1/05/2016 8:00:00 a. m.,63rdStreetWeatherStation201601050800
Oak Street Weather Station,1/05/2016 8:00:00 a. m.,-37,-49,76,0,0,65,0,211,32,74,10118,30,0,121,1/05/2016 8:00:00 a. m.,OakStreetWeatherStation201601050800
63rd Street Weather Station,1/05/2016 9:00:00 a. m.,-39,-48,80,0,0,68,0,201,43,71,10113,192,353,119,1/05/2016 9:00:00 a. m.,63rdStreetWeatherStation201601050900
Oak Street Weather Station,1/05/2016 9:00:00 a. m.,-31,-43,74,0,0,65,0,28,21,39,10115,43,0,12,1/05/2016 9:00:00 a. m.,OakStreetWeatherStation201601050900
63rd Street Weather Station,1/05/2016 10:00:00 a. m.,-22,-34,75,0,0,68,0,205,4,77,10111,282,355,118,1/05/2016 10:00:00 a. m.,63rdStreetWeatherStation201601051000
Oak Street Weather Station,1/05/2016 10:00:00 a. m.,-16,-32,70,0,0,65,0,37,16,31,10115,128,359,121,1/05/2016 10:00:00 a. m.,OakStreetWeatherStation201601051000
63rd Street Weather Station,1/05/2016 11:00:00 a. m.,-6,-22,70,0,0,68,0,213,43,63,10106,404,353,118,1/05/2016 11:00:00 a. m.,63rdStreetWeatherStation201601051100
Oak Street Weather Station,1/05/2016 11:00:00 a. m.,-4,-23,66,0,0,65,0,261,19,43,10108,384,0,121,1/05/2016 11:00:00 a. m.,OakStreetWeatherStation201601051100
63rd Street Weather Station,1/05/2016 12:00:00 p. m.,4,-14,68,0,0,68,0,209,44,68,10095,443,353,119,1/05/2016 12:00:00 p. m.,63rdStreetWeatherStation201601051200
63rd Street Weather Station,1/05/2016 1:00:00 p. m.,11,-1,64,0,0,68,0,219,38,61,10084,419,353,119,1/05/2016 1:00:00 p. m.,63rdStreetWeatherStation201601051300
63rd Street Weather Station,1/05/2016 2:00:00 p. m.,13,-1,62,0,0,68,0,247,5,8,10077,207,353,119,1/05/2016 2:00:00 p. m.,63rdStreetWeatherStation201601051400
Oak Street Weather Station,1/05/2016 2:00:00 p. m.,16,-9,60,0,0,65,0,255,17,45,1008,120,0,12,1/05/2016 2:00:00 p. m.,OakStreetWeatherStation201601051400
63rd Street Weather Station,1/05/2016 3:00:00 p. m.,12,-1,64,0,0,68,0,209,52,97,1007,79,353,119,1/05/2016 3:00:00 p. m.,63rdStreetWeatherStation201601051500
Oak Street Weather Station,1/05/2016 3:00:00 p. m.,16,-9,60,0,0,65,0,285,21,4,10072,54,0,121,1/05/2016 3:00:00 p. m.,OakStreetWeatherStation201601051500
63rd Street Weather Station,1/05/2016 4:00:00 p. m.,13,-9,65,0,0,68,0,231,35,52,1007,34,354,119,1/05/2016 4:00:00 p. m.,63rdStreetWeatherStation201601051600
63rd Street Weather Station,1/05/2016 5:00:00 p. m.,9,-1,67,0,0,68,0,203,33,54,10062,5,354,119,1/05/2016 5:00:00 p. m.,63rdStreetWeatherStation201601051700
Oak Street Weather Station,1/05/2016 5:00:00 p. m.,12,-1,64,0,0,65,0,93,14,3,10064,3,0,121,1/05/2016 5:00:00 p. m.,OakStreetWeatherStation201601051700
63rd Street Weather Station,1/05/2016 6:00:00 p. m.,7,-11,70,0,0,68,0,202,34,65,10063,5,353,118,1/05/2016 6:00:00 p. m.,63rdStreetWeatherStation201601051800
Oak Street Weather Station,1/05/2016 6:00:00 p. m.,12,-1,65,0,0,65,0,64,8,2,10064,3,0,121,1/05/2016 6:00:00 p. m.,OakStreetWeatherStation201601051800
63rd Street Weather Station,1/05/2016 7:00:00 p. m.,2,-14,71,0,0,68,0,197,31,52,10062,5,354,119,1/05/2016 7:00:00 p. m.,63rdStreetWeatherStation201601051900
63rd Street Weather Station,1/05/2016 8:00:00 p. m.,-4,-19,73,0,0,68,0,192,23,41,10058,5,353,119,1/05/2016 8:00:00 p. m.,63rdStreetWeatherStation201601052000
63rd Street Weather Station,1/05/2016 9:00:00 p. m.,-7,-22,74,0,0,68,0,198,24,38,10056,5,354,119,1/05/2016 9:00:00 p. m.,63rdStreetWeatherStation201601052100
63rd Street Weather Station,1/05/2016 10:00:00 p. m.,-1,-25,74,0,0,68,0,196,31,48,10055,5,353,119,1/05/2016 10:00:00 p. m.,63rdStreetWeatherStation201601052200
Oak Street Weather Station,1/05/2016 10:00:00 p. m.,3,-17,66,0,0,65,0,118,1,21,10056,3,0,121,1/05/2016 10:00:00 p. m.,OakStreetWeatherStation201601052200
63rd Street Weather Station,1/05/2016 11:00:00 p. m.,-15,-29,74,0,0,68,0,217,23,41,10054,5,354,119,1/05/2016 11:00:00 p. m.,63rdStreetWeatherStation201601052300
Oak Street Weather Station,1/05/2016 11:00:00 p. m.,-1,-21,66,0,0,65,0,0,0,19,10056,3,359,12,1/05/2016 11:00:00 p. m.,OakStreetWeatherStation201601052300
63rd Street Weather Station,1/06/2016 12:00:00 a. m.,-18,-31,75,0,0,68,0,199,18,34,10051,5,353,119,1/06/2016 12:00:00 a. m.,63rdStreetWeatherStation201601062400
63rd Street Weather Station,1/06/2016 1:00:00 a. m.,-2,-34,74,0,0,68,0,202,25,44,10046,5,353,118,1/06/2016 1:00:00 a. m.,63rdStreetWeatherStation201601060100
Oak Street Weather Station,1/06/2016 1:00:00 a. m.,0,-22,62,0,0,65,0,308,16,29,10046,3,0,121,1/06/2016 1:00:00 a. m.,OakStreetWeatherStation201601060100
63rd Street Weather Station,1/06/2016 2:00:00 a. m.,-23,-36,74,0,0,68,0,203,37,55,10046,5,354,118,1/06/2016 2:00:00 a. m.,63rdStreetWeatherStation201601060200
Oak Street Weather Station,1/06/2016 2:00:00 a. m.,-1,-24,61,0,0,65,0,315,2,36,10049,3,0,121,1/06/2016 2:00:00 a. m.,OakStreetWeatherStation201601060200
63rd Street Weather Station,1/06/2016 3:00:00 a. m.,-24,-37,75,0,0,68,0,205,28,41,10047,5,353,119,1/06/2016 3:00:00 a. m.,63rdStreetWeatherStation201601060300
Oak Street Weather Station,1/06/2016 3:00:00 a. m.,-3,-24,63,0,0,65,0,326,16,27,10047,3,0,12,1/06/2016 3:00:00 a. m.,OakStreetWeatherStation201601060300
63rd Street Weather Station,1/06/2016 4:00:00 a. m.,-24,-37,74,0,0,68,0,201,3,44,10042,5,353,119,1/06/2016 4:00:00 a. m.,63rdStreetWeatherStation201601060400
Oak Street Weather Station,1/06/2016 4:00:00 a. m.,-3,-25,62,0,0,65,0,281,33,76,10041,3,359,12,1/06/2016 4:00:00 a. m.,OakStreetWeatherStation201601060400
63rd Street Weather Station,1/06/2016 5:00:00 a. m.,-25,-38,75,0,0,68,0,202,33,52,10037,5,353,119,1/06/2016 5:00:00 a. m.,63rdStreetWeatherStation201601060500
Oak Street Weather Station,1/06/2016 5:00:00 a. m.,-5,-26,63,0,0,65,0,318,2,5,10039,3,0,121,1/06/2016 5:00:00 a. m.,OakStreetWeatherStation201601060500
63rd Street Weather Station,1/06/2016 6:00:00 a. m.,-28,-41,74,0,0,68,0,213,24,46,10039,5,353,119,1/06/2016 6:00:00 a. m.,63rdStreetWeatherStation201601060600
Oak Street Weather Station,1/06/2016 6:00:00 a. m.,-5,-26,63,0,0,65,0,293,26,49,1004,3,0,12,1/06/2016 6:00:00 a. m.,OakStreetWeatherStation201601060600
63rd Street Weather Station,1/06/2016 7:00:00 a. m.,-3,-42,74,0,0,68,0,215,3,47,10038,7,353,118,1/06/2016 7:00:00 a. m.,63rdStreetWeatherStation201601060700
Oak Street Weather Station,1/06/2016 7:00:00 a. m.,-1,-23,61,0,0,65,0,311,26,64,1004,5,0,121,1/06/2016 7:00:00 a. m.,OakStreetWeatherStation201601060700
63rd Street Weather Station,1/06/2016 8:00:00 a. m.,-25,-4,72,0,0,68,0,200,26,41,10036,57,354,119,1/06/2016 8:00:00 a. m.,63rdStreetWeatherStation201601060800
63rd Street Weather Station,1/06/2016 9:00:00 a. m.,-16,-32,69,0,0,68,0,200,3,53,10036,222,354,118,1/06/2016 9:00:00 a. m.,63rdStreetWeatherStation201601060900
Oak Street Weather Station,1/06/2016 9:00:00 a. m.,4,-19,60,0,0,65,0,97,24,39,10037,56,0,121,1/06/2016 9:00:00 a. m.,OakStreetWeatherStation201601060900
63rd Street Weather Station,1/06/2016 10:00:00 a. m.,1,-2,63,0,0,68,0,204,36,6,10037,320,354,119,1/06/2016 10:00:00 a. m.,63rdStreetWeatherStation201601061000
Oak Street Weather Station,1/06/2016 10:00:00 a. m.,13,-14,56,0,0,65,0,35,13,21,10037,139,0,121,1/06/2016 10:00:00 a. m.,OakStreetWeatherStation201601061000
63rd Street Weather Station,1/06/2016 11:00:00 a. m.,21,-6,57,0,0,68,0,230,38,6,10029,363,354,119,1/06/2016 11:00:00 a. m.,63rdStreetWeatherStation201601061100
Oak Street Weather Station,1/06/2016 11:00:00 a. m.,19,-1,55,0,0,65,0,312,13,33,10032,313,0,12,1/06/2016 11:00:00 a. m.,OakStreetWeatherStation201601061100
63rd Street Weather Station,1/06/2016 12:00:00 p. m.,28,-1,55,0,0,68,0,230,46,76,10018,403,354,119,1/06/2016 12:00:00 p. m.,63rdStreetWeatherStation201601061200
Oak Street Weather Station,1/06/2016 12:00:00 p. m.,25,-5,54,0,0,65,0,259,18,53,10021,144,0,121,1/06/2016 12:00:00 p. m.,OakStreetWeatherStation201601061200
63rd Street Weather Station,1/06/2016 1:00:00 p. m.,36,7,58,0,0,68,0,221,26,55,10009,297,353,119,1/06/2016 1:00:00 p. m.,63rdStreetWeatherStation201601061300
Oak Street Weather Station,1/06/2016 1:00:00 p. m.,35,2,52,0,0,65,0,297,16,35,10011,189,0,12,1/06/2016 1:00:00 p. m.,OakStreetWeatherStation201601061300
63rd Street Weather Station,1/06/2016 2:00:00 p. m.,38,1,59,0,0,68,0,230,45,69,10005,161,354,119,1/06/2016 2:00:00 p. m.,63rdStreetWeatherStation201601061400
Oak Street Weather Station,1/06/2016 2:00:00 p. m.,38,7,56,0,0,65,0,276,23,59,10008,119,0,121,1/06/2016 2:00:00 p. m.,OakStreetWeatherStation201601061400
63rd Street Weather Station,1/06/2016 3:00:00 p. m.,42,13,59,0,0,68,0,214,29,49,10004,80,354,12,1/06/2016 3:00:00 p. m.,63rdStreetWeatherStation201601061500
Oak Street Weather Station,1/06/2016 3:00:00 p. m.,39,11,59,0,0,65,0,97,17,21,10005,66,0,12,1/06/2016 3:00:00 p. m.,OakStreetWeatherStation201601061500
63rd Street Weather Station,1/06/2016 4:00:00 p. m.,44,17,62,0,0,68,0,206,26,41,10002,39,353,119,1/06/2016 4:00:00 p. m.,63rdStreetWeatherStation201601061600
Oak Street Weather Station,1/06/2016 4:00:00 p. m.,44,14,58,0,0,65,0,78,9,23,10004,24,0,121,1/06/2016 4:00:00 p. m.,OakStreetWeatherStation201601061600
63rd Street Weather Station,1/06/2016 5:00:00 p. m.,39,14,65,0,0,68,0,199,25,43,9999,4,353,119,1/06/2016 5:00:00 p. m.,63rdStreetWeatherStation201601061700
Oak Street Weather Station,1/06/2016 5:00:00 p. m.,47,18,59,0,0,65,0,103,22,4,1000,2,0,121,1/06/2016 5:00:00 p. m.,OakStreetWeatherStation201601061700
63rd Street Weather Station,1/06/2016 6:00:00 p. m.,36,12,65,0,0,68,0,209,23,52,10001,5,354,119,1/06/2016 6:00:00 p. m.,63rdStreetWeatherStation201601061800
Oak Street Weather Station,1/06/2016 6:00:00 p. m.,42,15,61,0,0,65,0,113,6,2,10003,2,0,12,1/06/2016 6:00:00 p. m.,OakStreetWeatherStation201601061800
63rd Street Weather Station,1/06/2016 7:00:00 p. m.,34,11,67,0,0,68,0,192,24,37,1000,5,353,119,1/06/2016 7:00:00 p. m.,63rdStreetWeatherStation201601061900
Oak Street Weather Station,1/06/2016 7:00:00 p. m.,43,15,60,0,0,65,0,106,22,41,1000,2,0,12,1/06/2016 7:00:00 p. m.,OakStreetWeatherStation201601061900
63rd Street Weather Station,1/06/2016 8:00:00 p. m.,34,11,67,0,0,68,0,196,29,49,1000,5,354,119,1/06/2016 8:00:00 p. m.,63rdStreetWeatherStation201601062000
Oak Street Weather Station,1/06/2016 8:00:00 p. m.,43,14,59,0,0,65,0,89,8,25,1000,2,0,121,1/06/2016 8:00:00 p. m.,OakStreetWeatherStation201601062000
63rd Street Weather Station,1/06/2016 9:00:00 p. m.,34,1,65,0,0,68,0,195,3,45,9998,5,354,119,1/06/2016 9:00:00 p. m.,63rdStreetWeatherStation201601062100
Oak Street Weather Station,1/06/2016 9:00:00 p. m.,43,12,57,0,0,65,0,113,11,27,9999,2,0,121,1/06/2016 9:00:00 p. m.,OakStreetWeatherStation201601062100
63rd Street Weather Station,1/07/2016 10:00:00 a. m.,44,13,56,0,0,68,0,181,43,65,9973,373,354,119,1/07/2016 10:00:00 a. m.,63rdStreetWeatherStation201601071000
Oak Street Weather Station,1/07/2016 10:00:00 a. m.,36,13,66,0,0,65,0,109,42,54,9974,172,0,121,1/07/2016 10:00:00 a. m.,OakStreetWeatherStation201601071000
63rd Street Weather Station,1/07/2016 11:00:00 a. m.,5,16,54,0,0,68,0,193,33,54,9964,248,354,119,1/07/2016 11:00:00 a. m.,63rdStreetWeatherStation201601071100
Oak Street Weather Station,1/07/2016 11:00:00 a. m.,39,14,65,0,0,65,0,114,42,55,9967,169,0,121,1/07/2016 11:00:00 a. m.,OakStreetWeatherStation201601071100
63rd Street Weather Station,1/07/2016 12:00:00 p. m.,53,19,54,0,0,68,0,186,22,32,9956,170,353,119,1/07/2016 12:00:00 p. m.,63rdStreetWeatherStation201601071200
Oak Street Weather Station,1/07/2016 12:00:00 p. m.,47,17,58,0,0,65,0,108,36,59,9956,123,0,121,1/07/2016 12:00:00 p. m.,OakStreetWeatherStation201601071200
63rd Street Weather Station,1/07/2016 1:00:00 p. m.,58,22,53,0,0,68,0,197,26,45,9947,126,353,119,1/07/2016 1:00:00 p. m.,63rdStreetWeatherStation201601071300
Oak Street Weather Station,1/07/2016 1:00:00 p. m.,42,19,67,0,0,65,0,115,4,52,995,94,0,121,1/07/2016 1:00:00 p. m.,OakStreetWeatherStation201601071300
63rd Street Weather Station,1/07/2016 2:00:00 p. m.,63,28,54,0,0,68,0,187,15,27,9945,107,354,119,1/07/2016 2:00:00 p. m.,63rdStreetWeatherStation201601071400
Oak Street Weather Station,1/07/2016 2:00:00 p. m.,49,21,62,24,1,66,60,111,35,45,9948,72,0,12,1/07/2016 2:00:00 p. m.,OakStreetWeatherStation201601071400
63rd Street Weather Station,1/07/2016 3:00:00 p. m.,62,28,56,0,0,68,0,143,21,3,994,70,354,119,1/07/2016 3:00:00 p. m.,63rdStreetWeatherStation201601071500
Oak Street Weather Station,1/07/2016 3:00:00 p. m.,44,25,73,0,0,66,0,105,33,39,9944,55,0,12,1/07/2016 3:00:00 p. m.,OakStreetWeatherStation201601071500
63rd Street Weather Station,1/07/2016 4:00:00 p. m.,5,26,67,0,0,68,0,143,18,26,9937,16,354,119,1/07/2016 4:00:00 p. m.,63rdStreetWeatherStation201601071600
Oak Street Weather Station,1/07/2016 4:00:00 p. m.,54,28,65,0,0,66,0,103,31,42,994,18,0,12,1/07/2016 4:00:00 p. m.,OakStreetWeatherStation201601071600
63rd Street Weather Station,1/07/2016 5:00:00 p. m.,61,3,59,0,0,68,0,155,32,44,9938,4,354,119,1/07/2016 5:00:00 p. m.,63rdStreetWeatherStation201601071700
Oak Street Weather Station,1/07/2016 5:00:00 p. m.,6,33,63,0,0,66,0,103,34,47,9942,2,0,121,1/07/2016 5:00:00 p. m.,OakStreetWeatherStation201601071700
63rd Street Weather Station,1/07/2016 6:00:00 p. m.,54,3,67,0,0,68,0,134,33,37,9938,4,354,119,1/07/2016 6:00:00 p. m.,63rdStreetWeatherStation201601071800
Oak Street Weather Station,1/07/2016 6:00:00 p. m.,65,32,57,0,0,66,0,107,28,41,9941,2,0,121,1/07/2016 6:00:00 p. m.,OakStreetWeatherStation201601071800
63rd Street Weather Station,1/07/2016 7:00:00 p. m.,42,25,76,0,0,68,0,132,14,21,9932,4,354,119,1/07/2016 7:00:00 p. m.,63rdStreetWeatherStation201601071900
Oak Street Weather Station,1/07/2016 7:00:00 p. m.,61,3,59,0,0,66,0,108,33,61,9936,2,0,12,1/07/2016 7:00:00 p. m.,OakStreetWeatherStation201601071900
63rd Street Weather Station,1/07/2016 8:00:00 p. m.,47,29,74,0,0,68,0,148,29,34,9932,4,354,119,1/07/2016 8:00:00 p. m.,63rdStreetWeatherStation201601072000
Oak Street Weather Station,1/07/2016 8:00:00 p. m.,6,32,63,0,0,66,0,102,29,42,9936,2,0,121,1/07/2016 8:00:00 p. m.,OakStreetWeatherStation201601072000
63rd Street Weather Station,1/07/2016 9:00:00 p. m.,42,26,77,0,0,68,0,142,17,27,9928,4,354,119,1/07/2016 9:00:00 p. m.,63rdStreetWeatherStation201601072100
Oak Street Weather Station,1/07/2016 9:00:00 p. m.,63,34,62,0,0,66,0,105,33,48,9932,2,0,12,1/07/2016 9:00:00 p. m.,OakStreetWeatherStation201601072100
63rd Street Weather Station,1/07/2016 10:00:00 p. m.,6,31,63,0,0,68,0,173,2,4,9926,4,354,119,1/07/2016 10:00:00 p. m.,63rdStreetWeatherStation201601072200
